AnimalID,features_values_dog,gp1,gp2
A705511,Beagle Mix,Mix,Hound
A671194,Australian Shepherd/Cocker Spaniel,Herding,Sporting
A708777,Chihuahua Shorthair/Manchester Terrier,Toy,Terrier
A705593,Dachshund Mix,Mix,Hound
A719395,Bichon Frise Mix,Unknown,Mix
A684357,Plott Hound Mix,Mix,Hound
A684722,Rottweiler Mix,Mix,Working
A702823,Chihuahua Shorthair Mix,Mix,Toy
A720047,Chihuahua Shorthair Mix,Mix,Toy
A675045,Australian Cattle Dog Mix,Mix,Herding
A688112,Maltese/Toy Poodle,Toy,Toy
A681183,Australian Cattle Dog/Rhod Ridgeback,Herding,Hound
A707376,Siberian Husky,Working,Working
A703584,Black Mouth Cur/Mastiff,Herding,Working
A703061,American Bulldog Mix,Non-Sporting,Mix
A695216,Chihuahua Shorthair Mix,Mix,Toy
A705522,Miniature Poodle Mix,Non-Sporting,Mix
A682838,Shih Tzu,Toy,Toy
A709537,Dachshund Mix,Mix,Hound
A614177,Boxer Mix,Mix,Working
A718127,Pit Bull Mix,Mix,Pit Bull
A707294,Chihuahua Shorthair,Toy,Toy
A675318,Mastiff/Rottweiler,Working,Working
A696042,Dachshund Mix,Mix,Hound
A691420,Bruss Griffon Mix,Unknown,Mix
A701827,Chihuahua Shorthair Mix,Mix,Toy
A710961,Greyhound/Great Dane,Hound,Working
A712074,Labrador Retriever Mix,Mix,Sporting
A719931,Beagle Mix,Mix,Hound
A668133,German Shepherd Mix,Mix,Herding
A695548,Pit Bull Mix,Mix,Pit Bull
A702033,Chihuahua Shorthair Mix,Mix,Toy
A684108,Blue Lacy Mix,Mix,Herding
A529310,Vizsla,Sporting,Sporting
A674114,Labrador Retriever Mix,Mix,Sporting
A689263,Miniature Poodle,Non-Sporting,Non-Sporting
A651921,Chihuahua Shorthair Mix,Mix,Toy
A638206,Labrador Retriever,Sporting,Sporting
A669552,American Staffordshire Terrier Mix,Mix,Terrier
A692033,Bull Terrier Mix,Mix,Terrier
A674798,Chihuahua Longhair Mix,Mix,Toy
A713699,Chihuahua Shorthair Mix,Mix,Toy
A693036,German Shepherd,Herding,Herding
A668019,Chihuahua Shorthair Mix,Mix,Toy
A714790,Boxer Mix,Mix,Working
A683833,Cairn Terrier Mix,Mix,Terrier
A664225,Shih Tzu Mix,Mix,Toy
A681388,Pit Bull Mix,Mix,Pit Bull
A695701,Blue Lacy Mix,Mix,Herding
A668766,Newfoundland/Queensland Heeler,Herding,Working
A683260,Australian Cattle Dog Mix,Mix,Herding
A670254,Jack Russell Terrier Mix,Unknown,Mix
A679569,Labrador Retriever Mix,Mix,Sporting
A668199,Pit Bull Mix,Mix,Pit Bull
A717603,Miniature Poodle Mix,Non-Sporting,Mix
A720211,Lowchen Mix,Unknown,Mix
A715311,Border Collie Mix,Mix,Herding
A712073,Australian Cattle Dog/Pointer,Herding,Sporting
A675237,Dachshund Mix,Mix,Hound
A686407,Chihuahua Longhair/Pekingese,Toy,Toy
A705382,Cairn Terrier Mix,Mix,Terrier
A700848,Chihuahua Shorthair/Pug,Toy,Toy
A697712,Pekingese Mix,Mix,Toy
A694298,Labrador Retriever/Pointer,Sporting,Sporting
A703940,Miniature Schnauzer Mix,Mix,Terrier
A680364,Pit Bull Mix,Mix,Pit Bull
A687862,Landseer Mix,Unknown,Mix
A683322,Chihuahua Shorthair/Miniature Pinscher,Toy,Toy
A689343,Border Collie Mix,Mix,Herding
A698526,Chihuahua Shorthair Mix,Mix,Toy
A675592,Welsh Terrier Mix,Mix,Terrier
A666004,Miniature Schnauzer/Miniature Poodle,Non-Sporting,Terrier
A698735,Dachshund Mix,Mix,Hound
A681497,Chihuahua Shorthair Mix,Mix,Toy
A711547,Chihuahua Shorthair Mix,Mix,Toy
A693158,Australian Cattle Dog,Herding,Herding
A704396,Chihuahua Shorthair Mix,Mix,Toy
A698931,Bloodhound Mix,Mix,Hound
A710952,Jack Russell Terrier,Unknown,Unknown
A660122,Labrador Retriever/Pit Bull,Sporting,Pit Bull
A701576,Dachshund/Chihuahua Shorthair,Toy,Hound
A668107,Australian Cattle Dog Mix,Mix,Herding
A710569,Whippet/Australian Cattle Dog,Herding,Hound
A669220,Boxer/Labrador Retriever,Sporting,Working
A705157,American Staffordshire Terrier,Terrier,Terrier
A693797,Labrador Retriever Mix,Mix,Sporting
A701733,Pit Bull Mix,Mix,Pit Bull
A664825,Cocker Spaniel Mix,Mix,Sporting
A710864,American Staffordshire Terrier Mix,Mix,Terrier
A685754,Staffordshire Mix,Mix,Terrier
A640132,Beagle Mix,Mix,Hound
A699768,Shih Tzu Mix,Mix,Toy
A687844,Lhasa Apso/Miniature Schnauzer,Non-Sporting,Terrier
A668030,Border Terrier Mix,Mix,Terrier
A692864,Bloodhound Mix,Mix,Hound
A701290,Miniature Poodle Mix,Non-Sporting,Mix
A674678,Labrador Retriever Mix,Mix,Sporting
A607228,Pit Bull Mix,Mix,Pit Bull
A719430,Chihuahua Shorthair Mix,Mix,Toy
A713161,Pit Bull Mix,Mix,Pit Bull
A687090,Pit Bull Mix,Mix,Pit Bull
A717169,Chihuahua Shorthair Mix,Mix,Toy
A707317,Labrador Retriever/Chow Chow,Non-Sporting,Sporting
A674306,Chihuahua Shorthair Mix,Mix,Toy
A665691,Chihuahua Shorthair Mix,Mix,Toy
A715331,Maltese/Toy Poodle,Toy,Toy
A691868,Maltese/Miniature Poodle,Non-Sporting,Toy
A665240,Australian Kelpie Mix,Mix,Working
A719674,Dachshund Mix,Mix,Hound
A686339,Boxer Mix,Mix,Working
A667170,Cardigan Welsh Corgi/Chihuahua Shorthair,Herding,Toy
A679719,German Shepherd Mix,Mix,Herding
A690545,Chihuahua Shorthair Mix,Mix,Toy
A691917,German Shepherd/Chinese Sharpei,Non-Sporting,Herding
A716971,Chihuahua Longhair Mix,Mix,Toy
A676247,Pomeranian/Chihuahua Shorthair,Toy,Toy
A357021,Labrador Retriever/Pit Bull,Sporting,Pit Bull
A677379,Chihuahua Shorthair Mix,Mix,Toy
A714477,Miniature Poodle Mix,Non-Sporting,Mix
A693475,German Shepherd/Chow Chow,Non-Sporting,Herding
A699841,Italian Greyhound Mix,Mix,Toy
A690686,Pit Bull Mix,Mix,Pit Bull
A706885,Miniature Schnauzer Mix,Mix,Terrier
A693418,Wire Hair Fox Terrier/Beagle,Unknown,Hound
A688518,Labrador Retriever Mix,Mix,Sporting
A684094,Australian Cattle Dog Mix,Mix,Herding
A683993,Yorkshire Terrier/Miniature Poodle,Non-Sporting,Toy
A703877,Chihuahua Shorthair Mix,Mix,Toy
A673077,Maltese,Toy,Toy
A712915,Pit Bull Mix,Mix,Pit Bull
A706969,Labrador Retriever Mix,Mix,Sporting
A682788,Vizsla Mix,Mix,Sporting
A673374,Australian Cattle Dog Mix,Mix,Herding
A694262,Chihuahua Shorthair Mix,Mix,Toy
A669460,Pomeranian/Border Terrier,Toy,Terrier
A686874,Pit Bull Mix,Mix,Pit Bull
A665980,Labrador Retriever/Chinese Sharpei,Non-Sporting,Sporting
A693401,Boston Terrier Mix,Non-Sporting,Mix
A704101,Siberian Husky,Working,Working
A583262,American Pit Bull Terrier/Catahoula,Unknown,Herding
A669543,Labrador Retriever/German Shepherd,Sporting,Herding
A719353,Labrador Retriever/Australian Cattle Dog,Sporting,Herding
A707529,Chihuahua Shorthair Mix,Mix,Toy
A669154,Maltese/Miniature Poodle,Non-Sporting,Toy
A658992,Boxer Mix,Mix,Working
A709959,Pointer Mix,Mix,Sporting
A687264,Miniature Schnauzer/Miniature Poodle,Non-Sporting,Terrier
A692532,Australian Terrier Mix,Mix,Terrier
A648012,Pit Bull Mix,Mix,Pit Bull
A705001,English Bulldog,Non-Sporting,Non-Sporting
A691930,Labrador Retriever/Weimaraner,Sporting,Sporting
A699026,Toy Poodle Mix,Mix,Toy
A569147,Australian Cattle Dog Mix,Mix,Herding
A667513,Miniature Poodle Mix,Non-Sporting,Mix
A706581,Carolina Dog/Chihuahua Shorthair,Unknown,Toy
A666409,Maltese Mix,Mix,Toy
A679749,German Shepherd Mix,Mix,Herding
A482046,Pit Bull Mix,Mix,Pit Bull
A673731,Jack Russell Terrier/Dachshund,Unknown,Hound
A688524,Labrador Retriever Mix,Mix,Sporting
A705132,Miniature Pinscher/Chihuahua Shorthair,Toy,Toy
A597037,Boxer/Pit Bull,Pit Bull,Working
A493772,Labrador Retriever Mix,Mix,Sporting
A701265,Pit Bull Mix,Mix,Pit Bull
A706841,German Shepherd Mix,Mix,Herding
A714899,Maltese/Miniature Poodle,Non-Sporting,Toy
A674523,Chihuahua Shorthair/Rat Terrier,Toy,Terrier
A664919,Cairn Terrier,Terrier,Terrier
A679886,Miniature Pinscher/Chihuahua Shorthair,Toy,Toy
A665481,Chihuahua Shorthair Mix,Mix,Toy
A700475,Boxer/Black Mouth Cur,Herding,Working
A710709,Australian Kelpie Mix,Mix,Working
A718755,Queensland Heeler Mix,Mix,Herding
A666659,Labrador Retriever Mix,Mix,Sporting
A713310,Dachshund,Hound,Hound
A685181,Chihuahua Shorthair Mix,Mix,Toy
A697298,Pit Bull/Bull Terrier,Pit Bull,Terrier
A695445,Labrador Retriever Mix,Mix,Sporting
A679213,Black Mouth Cur Mix,Mix,Herding
A665812,Black Mouth Cur Mix,Mix,Herding
A674713,Plott Hound Mix,Mix,Hound
A711882,Rat Terrier Mix,Mix,Terrier
A682113,Blue Lacy Mix,Mix,Herding
A696665,Flat Coat Retriever Mix,Mix,Sporting
A706833,Miniature Schnauzer Mix,Mix,Terrier
A719030,Miniature Schnauzer/Miniature Poodle,Non-Sporting,Terrier
A688794,Labrador Retriever Mix,Mix,Sporting
A466411,Parson Russell Terrier,Terrier,Terrier
A667599,German Shepherd Mix,Mix,Herding
A664778,Pit Bull/Boxer,Pit Bull,Working
A686771,Labrador Retriever Mix,Mix,Sporting
A694640,Labrador Retriever Mix,Mix,Sporting
A700240,Dachshund Mix,Mix,Hound
A704494,Labrador Retriever/Plott Hound,Sporting,Hound
A719632,Dachshund Mix,Mix,Hound
A697491,Australian Cattle Dog Mix,Mix,Herding
A672422,Siberian Husky/Pit Bull,Pit Bull,Working
A712000,Boston Terrier/Chihuahua Shorthair,Non-Sporting,Toy
A672394,German Shepherd Mix,Mix,Herding
A661145,Labrador Retriever Mix,Mix,Sporting
A689056,Jack Russell Terrier Mix,Unknown,Mix
A687787,Dachshund,Hound,Hound
A695571,Yorkshire Terrier Mix,Mix,Toy
A685852,Chihuahua Shorthair Mix,Mix,Toy
A668824,Chihuahua Shorthair Mix,Mix,Toy
A719058,Labrador Retriever Mix,Mix,Sporting
A677019,Border Collie Mix,Mix,Herding
A710206,Chihuahua Longhair/Cardigan Welsh Corgi,Herding,Toy
A700711,Chihuahua Shorthair Mix,Mix,Toy
A704909,German Shepherd Mix,Mix,Herding
A678321,German Shepherd/Chinese Sharpei,Non-Sporting,Herding
A700339,Chihuahua Longhair Mix,Mix,Toy
A702343,Cardigan Welsh Corgi Mix,Mix,Herding
A630938,Pit Bull Mix,Mix,Pit Bull
A707139,Bull Terrier Mix,Mix,Terrier
A669280,Black Mouth Cur Mix,Mix,Herding
A668364,Labrador Retriever Mix,Mix,Sporting
A677654,Labrador Retriever/German Shepherd,Sporting,Herding
A462580,Pit Bull,Pit Bull,Pit Bull
A677388,Pit Bull Mix,Mix,Pit Bull
A717910,Chesa Bay Retr Mix,Unknown,Mix
A709276,Chihuahua Shorthair Mix,Mix,Toy
A635060,Dachshund Mix,Mix,Hound
A678449,German Shepherd/Labrador Retriever,Herding,Sporting
A672860,Pit Bull Mix,Mix,Pit Bull
A655523,Chihuahua Shorthair Mix,Mix,Toy
A506972,Australian Kelpie Mix,Mix,Working
A688216,Pomeranian Mix,Mix,Toy
A704691,Labrador Retriever Mix,Mix,Sporting
A470702,Pit Bull Mix,Mix,Pit Bull
A704274,American Pit Bull Terrier Mix,Unknown,Mix
A706687,Labrador Retriever Mix,Mix,Sporting
A688999,Border Collie Mix,Mix,Herding
A325999,Pit Bull Mix,Mix,Pit Bull
A672552,Labrador Retriever Mix,Mix,Sporting
A687033,Alaskan Husky/Australian Shepherd,Unknown,Herding
A668716,Siberian Husky Mix,Mix,Working
A704570,Dachshund Mix,Mix,Hound
A679462,Lhasa Apso Mix,Non-Sporting,Mix
A663957,Siberian Husky/German Shepherd,Herding,Working
A720505,Chow Chow/Pit Bull,Non-Sporting,Pit Bull
A692273,Dachshund Mix,Mix,Hound
A700177,Labrador Retriever Mix,Mix,Sporting
A669843,Bluetick Hound Mix,Mix,Hound
A667920,American Staffordshire Terrier Mix,Mix,Terrier
A683920,Chihuahua Shorthair Mix,Mix,Toy
A695705,Boxer,Working,Working
A718574,Chihuahua Shorthair Mix,Mix,Toy
A666884,Chihuahua Shorthair Mix,Mix,Toy
A673001,Beagle Mix,Mix,Hound
A692960,Chihuahua Shorthair Mix,Mix,Toy
A717835,Chihuahua Shorthair Mix,Mix,Toy
A699535,Whippet Mix,Mix,Hound
A457858,Beagle Mix,Mix,Hound
A651630,Labrador Retriever/Chinese Sharpei,Non-Sporting,Sporting
A698933,Pit Bull Mix,Mix,Pit Bull
A704056,Pembroke Welsh Corgi/German Shepherd,Herding,Herding
A672818,Chihuahua Shorthair Mix,Mix,Toy
A682516,Miniature Poodle Mix,Non-Sporting,Mix
A684907,Cocker Spaniel,Sporting,Sporting
A650539,Labrador Retriever/Australian Shepherd,Sporting,Herding
A671116,Pit Bull Mix,Mix,Pit Bull
A671483,Dachshund/Rat Terrier,Hound,Terrier
A686013,Labrador Retriever/Pointer,Sporting,Sporting
A620379,Labrador Retriever/German Shepherd,Sporting,Herding
A685923,Pit Bull Mix,Mix,Pit Bull
A657905,Rottweiler/Australian Cattle Dog,Herding,Working
A718886,American Bulldog Mix,Non-Sporting,Mix
A703649,Pit Bull Mix,Mix,Pit Bull
A669381,Golden Retriever Mix,Mix,Sporting
A705335,German Shorthair Pointer Mix,Unknown,Mix
A696264,Pit Bull Mix,Mix,Pit Bull
A686016,Labrador Retriever/Pointer,Sporting,Sporting
A448750,Pit Bull,Pit Bull,Pit Bull
A716942,Australian Shepherd Mix,Mix,Herding
A698183,Pit Bull Mix,Mix,Pit Bull
A669789,Labrador Retriever Mix,Mix,Sporting
A704143,Pit Bull/Boxer,Pit Bull,Working
A678062,Dachshund Mix,Mix,Hound
A701917,Australian Shepherd Mix,Mix,Herding
A696795,Chihuahua Shorthair Mix,Mix,Toy
A676692,Pit Bull Mix,Mix,Pit Bull
A700109,Rat Terrier/Chihuahua Shorthair,Toy,Terrier
A706603,Australian Shepherd/Rottweiler,Herding,Working
A664819,Staffordshire Mix,Mix,Terrier
A669895,Labrador Retriever Mix,Mix,Sporting
A689701,Manchester Terrier/Beagle,Hound,Terrier
A694167,Catahoula Mix,Mix,Herding
A669127,Chihuahua Shorthair Mix,Mix,Toy
A704209,Labrador Retriever,Sporting,Sporting
A697825,Pit Bull Mix,Mix,Pit Bull
A666910,Dachshund Mix,Mix,Hound
A710420,German Shepherd Mix,Mix,Herding
A701270,Pit Bull Mix,Mix,Pit Bull
A697681,Weimaraner Mix,Mix,Sporting
A719795,German Shepherd Mix,Mix,Herding
A718053,Pit Bull Mix,Mix,Pit Bull
A695747,Chihuahua Shorthair Mix,Mix,Toy
A558566,German Shepherd Mix,Mix,Herding
A671956,German Shepherd Mix,Mix,Herding
A665219,Australian Shepherd Mix,Mix,Herding
A658010,Saluki Mix,Mix,Hound
A694637,German Shepherd,Herding,Herding
A674400,Boxer/American Bulldog,Non-Sporting,Working
A675285,Chihuahua Shorthair Mix,Mix,Toy
A710856,Pit Bull Mix,Mix,Pit Bull
A664710,Labrador Retriever Mix,Mix,Sporting
A690605,Australian Cattle Dog Mix,Mix,Herding
A680026,Australian Kelpie Mix,Mix,Working
A670688,Australian Cattle Dog Mix,Mix,Herding
A684723,Boxer Mix,Mix,Working
A687298,Chihuahua Shorthair Mix,Mix,Toy
A673489,Pit Bull Mix,Mix,Pit Bull
A706691,Labrador Retriever Mix,Mix,Sporting
A677449,Rottweiler/Basset Hound,Hound,Working
A684437,Miniature Schnauzer/Miniature Poodle,Non-Sporting,Terrier
A697059,Chihuahua Shorthair/Cardigan Welsh Corgi,Herding,Toy
A693735,Chihuahua Shorthair Mix,Mix,Toy
A712135,Shiba Inu Mix,Non-Sporting,Mix
A669309,Pit Bull Mix,Mix,Pit Bull
A720523,Miniature Schnauzer,Terrier,Terrier
A694531,German Shepherd/Siberian Husky,Herding,Working
A686271,Chihuahua Shorthair/Pug,Toy,Toy
A700709,Greyhound Mix,Mix,Hound
A687217,Border Collie Mix,Mix,Herding
A692917,Chihuahua Shorthair Mix,Mix,Toy
A665815,Dachshund/Chihuahua Shorthair,Toy,Hound
A687984,Cocker Spaniel/Chihuahua Shorthair,Sporting,Toy
A669386,Pit Bull Mix,Mix,Pit Bull
A708801,Pit Bull Mix,Mix,Pit Bull
A710244,Manchester Terrier/Dachshund,Hound,Terrier
A718528,Chihuahua Shorthair Mix,Mix,Toy
A689455,Catahoula Mix,Mix,Herding
A695730,Rottweiler/Australian Cattle Dog,Herding,Working
A716568,Feist Mix,Unknown,Mix
A690322,Labrador Retriever Mix,Mix,Sporting
A663579,Labrador Retriever/Queensland Heeler,Sporting,Herding
A682436,Collie Smooth Mix,Mix,Herding
A695059,Dachshund Longhair Mix,Mix,Hound
A715029,German Shepherd Mix,Mix,Herding
A716860,Beagle/Labrador Retriever,Sporting,Hound
A684073,German Shepherd/Labrador Retriever,Herding,Sporting
A686597,Pit Bull Mix,Mix,Pit Bull
A704688,Labrador Retriever Mix,Mix,Sporting
A704132,Pit Bull/Labrador Retriever,Pit Bull,Sporting
A678500,Basset Hound,Hound,Hound
A719092,Beagle Mix,Mix,Hound
A678960,Standard Poodle/Labrador Retriever,Non-Sporting,Sporting
A720170,Great Pyrenees Mix,Mix,Working
A706395,Flat Coat Retriever Mix,Mix,Sporting
A706692,Labrador Retriever Mix,Mix,Sporting
A681181,Pit Bull Mix,Mix,Pit Bull
A688160,American Staffordshire Terrier Mix,Mix,Terrier
A680562,Labrador Retriever Mix,Mix,Sporting
A646578,Labrador Retriever Mix,Mix,Sporting
A690699,Chihuahua Shorthair Mix,Mix,Toy
A661592,Labrador Retriever/Chow Chow,Non-Sporting,Sporting
A705484,Chihuahua Shorthair Mix,Mix,Toy
A646062,Pit Bull Mix,Mix,Pit Bull
A680307,Australian Kelpie Mix,Mix,Working
A666408,Chihuahua Shorthair Mix,Mix,Toy
A695285,Pug Mix,Mix,Toy
A668136,German Shepherd Mix,Mix,Herding
A691907,Weimaraner Mix,Mix,Sporting
A673413,Australian Shepherd Mix,Mix,Herding
A666575,Chihuahua Shorthair Mix,Mix,Toy
A677736,Miniature Poodle,Non-Sporting,Non-Sporting
A687679,German Shepherd Mix,Mix,Herding
A715941,Cavalier Span/Papillon,Unknown,Toy
A713899,Australian Kelpie Mix,Mix,Working
A686393,Pit Bull Mix,Mix,Pit Bull
A705591,Chihuahua Shorthair Mix,Mix,Toy
A692580,Jack Russell Terrier Mix,Unknown,Mix
A701243,Pharaoh Hound/Australian Cattle Dog,Herding,Hound
A688818,Beagle Mix,Mix,Hound
A663079,Pointer/Pit Bull,Sporting,Pit Bull
A719207,Chihuahua Shorthair Mix,Mix,Toy
A631695,Pit Bull Mix,Mix,Pit Bull
A664989,Australian Shepherd Mix,Mix,Herding
A672010,Australian Shepherd/Beagle,Herding,Hound
A662817,Rottweiler,Working,Working
A688144,Labrador Retriever Mix,Mix,Sporting
A719930,Chihuahua Shorthair Mix,Mix,Toy
A718345,Chihuahua Shorthair/German Shepherd,Herding,Toy
A664521,Labrador Retriever Mix,Mix,Sporting
A532017,Chihuahua Shorthair/Rat Terrier,Toy,Terrier
A677018,Black Mouth Cur,Herding,Herding
A694149,Chihuahua Shorthair Mix,Mix,Toy
A671994,Golden Retriever Mix,Mix,Sporting
A652974,Toy Poodle,Toy,Toy
A667889,Australian Cattle Dog/Belgian Malinois,Herding,Herding
A690463,Border Terrier/Yorkshire Terrier,Toy,Terrier
A710070,Labrador Retriever Mix,Mix,Sporting
A693995,Labrador Retriever Mix,Mix,Sporting
A683347,Dachshund Longhair Mix,Mix,Hound
A670849,Harrier Mix,Mix,Hound
A650531,Rhod Ridgeback/Labrador Retriever,Sporting,Hound
A651564,Pit Bull Mix,Mix,Pit Bull
A428783,Australian Cattle Dog,Herding,Herding
A686157,American Pit Bull Terrier Mix,Unknown,Mix
A707092,Catahoula Mix,Mix,Herding
A676650,Pointer Mix,Mix,Sporting
A717214,Labrador Retriever Mix,Mix,Sporting
A683621,Japanese Chin,Toy,Toy
A701899,Pit Bull/Catahoula,Pit Bull,Herding
A701974,American Staffordshire Terrier Mix,Mix,Terrier
A705809,Labrador Retriever Mix,Mix,Sporting
A682593,Beagle,Hound,Hound
A675008,Chihuahua Shorthair/Dachshund,Hound,Toy
A719049,Pit Bull/Chihuahua Shorthair,Pit Bull,Toy
A717443,Beagle/Pembroke Welsh Corgi,Herding,Hound
A703715,Siberian Husky Mix,Mix,Working
A720470,Rat Terrier Mix,Mix,Terrier
A711067,Chihuahua Shorthair,Toy,Toy
A718282,Mastiff Mix,Mix,Working
A711068,Chihuahua Shorthair,Toy,Toy
A700888,Rhod Ridgeback/Pit Bull,Pit Bull,Hound
A718885,Carolina Dog Mix,Unknown,Mix
A707968,Chihuahua Shorthair Mix,Mix,Toy
A647859,Dachshund Mix,Mix,Hound
A697162,Labrador Retriever/Anatol Shepherd,Mix,Sporting
A669609,Labrador Retriever Mix,Mix,Sporting
A666577,Chihuahua Shorthair Mix,Mix,Toy
A697432,Australian Cattle Dog/Labrador Retriever,Herding,Sporting
A705339,Pit Bull Mix,Mix,Pit Bull
A715570,Dachshund,Hound,Hound
A718352,Golden Retriever Mix,Mix,Sporting
A697160,Labrador Retriever/Anatol Shepherd,Mix,Sporting
A692259,Miniature Schnauzer Mix,Mix,Terrier
A685942,Pit Bull Mix,Mix,Pit Bull
A669084,Catahoula/Pointer,Herding,Sporting
A697761,Labrador Retriever Mix,Mix,Sporting
A716511,Pit Bull Mix,Mix,Pit Bull
A686131,Leonberger Mix,Mix,Working
A677924,Cairn Terrier Mix,Mix,Terrier
A709142,Chihuahua Shorthair Mix,Mix,Toy
A703756,Pit Bull/Boston Terrier,Non-Sporting,Pit Bull
A670689,Chihuahua Shorthair Mix,Mix,Toy
A668084,Catahoula/Boxer,Herding,Working
A688345,Chihuahua Shorthair/Dachshund,Hound,Toy
A692448,Pit Bull,Pit Bull,Pit Bull
A696253,Chihuahua Shorthair,Toy,Toy
A678641,Australian Cattle Dog Mix,Mix,Herding
A701451,Chihuahua Shorthair/Boston Terrier,Non-Sporting,Toy
A711096,American Staffordshire Terrier Mix,Mix,Terrier
A675591,Welsh Terrier Mix,Mix,Terrier
A681719,Border Collie/Beagle,Herding,Hound
A696923,Queensland Heeler Mix,Mix,Herding
A668013,Labrador Retriever Mix,Mix,Sporting
A703501,German Shepherd Mix,Mix,Herding
A704298,Miniature Poodle/Maltese,Non-Sporting,Toy
A667936,Dachshund Mix,Mix,Hound
A703099,Chihuahua Longhair/Cardigan Welsh Corgi,Herding,Toy
A674584,Chihuahua Shorthair Mix,Mix,Toy
A705969,Chihuahua Shorthair Mix,Mix,Toy
A689789,German Shepherd/Labrador Retriever,Herding,Sporting
A338231,Border Collie Mix,Mix,Herding
A669981,American Bulldog Mix,Non-Sporting,Mix
A671451,Pit Bull Mix,Mix,Pit Bull
A694815,Whippet/Labrador Retriever,Sporting,Hound
A719334,Dachshund Mix,Mix,Hound
A662586,Pit Bull Mix,Mix,Pit Bull
A703388,Labrador Retriever Mix,Mix,Sporting
A667316,Border Collie/Labrador Retriever,Herding,Sporting
A684845,Miniature Poodle Mix,Non-Sporting,Mix
A700818,Border Terrier/Chihuahua Longhair,Toy,Terrier
A678252,Rat Terrier/Chihuahua Longhair,Toy,Terrier
A695191,Labrador Retriever/Australian Shepherd,Sporting,Herding
A664139,Chihuahua Shorthair Mix,Mix,Toy
A701273,Chihuahua Shorthair Mix,Mix,Toy
A682675,American Staffordshire Terrier Mix,Mix,Terrier
A664391,Harrier Mix,Mix,Hound
A688851,Shetland Sheepdog,Herding,Herding
A670090,Pointer Mix,Mix,Sporting
A689761,Labrador Retriever Mix,Mix,Sporting
A702633,Labrador Retriever Mix,Mix,Sporting
A660861,Boxer Mix,Mix,Working
A665411,Pit Bull Mix,Mix,Pit Bull
A683332,Pit Bull Mix,Mix,Pit Bull
A692616,Chihuahua Shorthair Mix,Mix,Toy
A707070,German Shepherd Mix,Mix,Herding
A677670,Blue Lacy/American Bulldog,Non-Sporting,Herding
A698830,Yorkshire Terrier/Cairn Terrier,Toy,Terrier
A687588,Chihuahua Shorthair Mix,Mix,Toy
A699079,Labrador Retriever Mix,Mix,Sporting
A694597,Whippet Mix,Mix,Hound
A690390,Labrador Retriever Mix,Mix,Sporting
A676878,Pug Mix,Mix,Toy
A650212,Pit Bull Mix,Mix,Pit Bull
A711187,Dachshund Mix,Mix,Hound
A677037,Beagle Mix,Mix,Hound
A672751,Australian Shepherd Mix,Mix,Herding
A701495,Pit Bull Mix,Mix,Pit Bull
A664745,Golden Retriever,Sporting,Sporting
A691891,Australian Cattle Dog Mix,Mix,Herding
A711777,Pit Bull Mix,Mix,Pit Bull
A644349,Pit Bull Mix,Mix,Pit Bull
A702994,Golden Retriever,Sporting,Sporting
A677358,Beagle Mix,Mix,Hound
A668127,Pit Bull,Pit Bull,Pit Bull
A690185,Chihuahua Shorthair Mix,Mix,Toy
A702297,Miniature Schnauzer Mix,Mix,Terrier
A677376,Jack Russell Terrier/American Staffordshire Terrier,Unknown,Terrier
A665461,Australian Cattle Dog/Australian Shepherd,Herding,Herding
A683026,Dachshund Longhair Mix,Mix,Hound
A688148,Australian Cattle Dog Mix,Mix,Herding
A691338,German Shepherd Mix,Mix,Herding
A720685,Labrador Retriever Mix,Mix,Sporting
A682015,Dachshund Mix,Mix,Hound
A684752,German Shepherd,Herding,Herding
A704394,Alaskan Malamute/Australian Kelpie,Working,Working
A698197,Labrador Retriever Mix,Mix,Sporting
A717206,Labrador Retriever Mix,Mix,Sporting
A260914,Border Collie/Catahoula,Herding,Herding
A713910,Labrador Retriever Mix,Mix,Sporting
A718366,Pug Mix,Mix,Toy
A693439,Australian Kelpie Mix,Mix,Working
A714878,Jack Russell Terrier/Chihuahua Shorthair,Unknown,Toy
A667149,Chihuahua Shorthair Mix,Mix,Toy
A689361,Bruss Griffon Mix,Unknown,Mix
A688218,Australian Cattle Dog Mix,Mix,Herding
A677350,Pit Bull Mix,Mix,Pit Bull
A697001,Australian Cattle Dog Mix,Mix,Herding
A686594,Catahoula/Labrador Retriever,Herding,Sporting
A709245,Labrador Retriever/Border Collie,Sporting,Herding
A662406,Labrador Retriever Mix,Mix,Sporting
A680767,Dachshund Mix,Mix,Hound
A646850,German Shepherd Mix,Mix,Herding
A677263,Border Collie/Shetland Sheepdog,Herding,Herding
A682696,Labrador Retriever/German Shepherd,Sporting,Herding
A705065,Australian Shepherd,Herding,Herding
A683467,Miniature Pinscher Mix,Mix,Toy
A716170,Toy Poodle Mix,Mix,Toy
A671213,Chow Chow Mix,Non-Sporting,Mix
A671732,Chihuahua Shorthair Mix,Mix,Toy
A680367,German Shepherd/Labrador Retriever,Herding,Sporting
A719320,Beagle,Hound,Hound
A689018,Great Dane Mix,Mix,Working
A703942,Dachshund Mix,Mix,Hound
A717822,Miniature Poodle Mix,Non-Sporting,Mix
A681217,Labrador Retriever/Catahoula,Sporting,Herding
A712711,Chihuahua Shorthair Mix,Mix,Toy
A696893,Pit Bull Mix,Mix,Pit Bull
A665226,Pug Mix,Mix,Toy
